comment_text,brand,search_term,source,additional_info
"They hurt like heck!",YSL,like,TikTok,"{ likes: 13, date: '2022-10-17 02:22:09'}"
"Get shoe gummies!!! They’ll feel a lot better",YSL,better,TikTok,"{ likes: 13, date: '2022-10-15 10:37:34'}"
"also most uncomfortable",YSL,comfortable,TikTok,"{ likes: 13, date: '2022-10-15 00:21:46'}"
"The most uncomfortable shoes ever",YSL,comfortable,TikTok,"{ likes: 13, date: '2022-10-13 23:27:53'}"
"waste! clout chaser",YSL,waste,TikTok,"{ likes: 13, date: '2022-10-12 14:18:07'}"
"they look soo nice and uncomfortable at the same time 😌",YSL,comfortable,TikTok,"{ likes: 13, date: '2022-10-12 08:48:57'}"
"Oh the shoes are nice but I just love those pretty feet ❤️❤️❤️",YSL,love,TikTok,"{ likes: 13, date: '2022-10-10 02:39:17'}"
"ouch. those look like sittin' pretty shoes not ones you actually walk in. 😂",YSL,like,TikTok,"{ likes: 12, date: '2022-10-17 02:42:35'}"
"They look beautiful but uncomfortable",YSL,comfortable,TikTok,"{ likes: 12, date: '2022-10-17 01:18:05'}"
"shouldn't they at least look good for that price? they look like something from 5 and below 🤣😭",YSL,price,TikTok,"{ likes: 12, date: '2022-10-10 21:02:53'}"
"what all have u dug those heels u to while walking in them. like grass dirt maybe stepped on leaves and the heel stuck thru the leaf",YSL,like,TikTok,"{ likes: 12, date: '2022-10-10 16:20:02'}"
"So cheap outfit but overpriced shoes",YSL,price,TikTok,"{ likes: 11, date: '2022-10-16 03:51:37'}"
"Massive waste of money.",YSL,waste,TikTok,"{ likes: 8, date: '2022-10-12 20:32:13'}"
"i super love the dress..so pretty like her",YSL,love,TikTok,"{ likes: 75, date: '2023-05-23 05:13:45'}"
"😊😊😊😊😊rosé lovet ..so cute",YSL,love,TikTok,"{ likes: 3, date: '2023-05-24 03:42:46'}"
"I love her she is so beautiful and kind 🥰",YSL,love,TikTok,"{ likes: 4, date: '2023-05-25 00:50:21'}"
"i love you 🥰🥰🥰",YSL,love,TikTok,"{ likes: 3, date: '2023-05-23 06:30:07'}"
"Feel like really big white earrings would make her look more stunning!!",YSL,like,TikTok,"{ likes: 3, date: '2023-05-25 13:07:53'}"
"Best fit PERIOD.",YSL,best,TikTok,"{ likes: 0, date: '2024-01-28 17:07:01'}"
"CEO OF YSL ✨",YSL,YSL,TikTok,"{ likes: 0, date: '2023-12-08 20:26:15'}"
"her walk is just like a miss univers😳😳🥰",YSL,like,TikTok,"{ likes: 0, date: '2023-07-21 02:21:43'}"
"she is shining omg!! how like I don't think they need camera quality either",YSL,quality,TikTok,"{ likes: 0, date: '2023-06-08 01:04:50'}"
"And the calvin klein bag XDD",YSL,Calvin Klein,TikTok,"{ likes: 1716, date: '2023-06-04 13:57:03'}"
"The most uncomfortable heels I’ve ever tried in my life",YSL,comfortable,TikTok,"{ likes: 129, date: '2023-06-05 11:38:52'}"
"Just trying on not buying 😂 calvin klein bag 😭",YSL,Calvin Klein,TikTok,"{ likes: 73, date: '2023-08-02 20:14:51'}"
"just warning ya’ll. These are literally theeeee most uncomfortable heels ever 😭 stunning though",YSL,comfortable,TikTok,"{ likes: 57, date: '2023-06-22 16:20:33'}"
"the bitches complaining about the ck bag probably never step foot into a ysl store let alone be able to afford it so you do you babes 🩷",YSL,YSL,TikTok,"{ likes: 42, date: '2023-06-05 14:42:25'}"
"i feel like the ck bag really matches with the simplicity of the outfit if you know what i mean… 🥰",YSL,like,TikTok,"{ likes: 10, date: '2023-06-22 22:50:16'}"
"Ik those hurt like hell",YSL,like,TikTok,"{ likes: 6, date: '2023-08-01 22:31:29'}"
"I had to buy 2 pairs of these to realize the fact that they are sooo freaking uncomfortable 🥴 😅",YSL,comfortable,TikTok,"{ likes: 6, date: '2023-07-17 04:33:11'}"
"marry her or like my comment",YSL,like,TikTok,"{ likes: 4, date: '2023-07-03 15:48:24'}"
"We all know the shoe is so uncomfortable",YSL,comfortable,TikTok,"{ likes: 6, date: '2023-06-26 18:05:29'}"
"Gorgeous but not comfortable at all",YSL,comfortable,TikTok,"{ likes: 3, date: '2023-07-05 14:16:31'}"
"@samara 🥂💋💸 this brand over gucci >",YSL,Gucci,TikTok,"{ likes: 5, date: '2023-06-09 20:48:25'}"
"goalssss but they must hurt like hell",YSL,like,TikTok,"{ likes: 2, date: '2023-08-21 01:53:37'}"
"I hope she went in there and bought a ysl bag 😅😭",YSL,YSL,TikTok,"{ likes: 1, date: '2023-08-20 16:12:34'}"
"My favorite type is this style✨",YSL,favorite,TikTok,"{ likes: 0, date: '2024-01-11 14:10:18'}"
"I think people are mad at the ck bag because it doesn't go with the shoes. otherwise I think it's great she likes her bag. goes with the outfit",YSL,like,TikTok,"{ likes: 0, date: '2023-12-05 04:44:12'}"
"Hellooo love may I know where is your dress from please?😍",YSL,love,TikTok,"{ likes: 0, date: '2023-11-11 19:49:15'}"
"If u like Brand things it’s k but i don really see what’s wrong with the bag like not everything u use it’s gonna be of a high brand",YSL,like,TikTok,"{ likes: 0, date: '2023-11-08 19:29:50'}"
"The worst wearing shoes ever BEAUTIFUL though. Loubs are much easier to wear than these.",YSL,worst,TikTok,"{ likes: 0, date: '2023-08-15 21:23:58'}"
"@heartyyy on twitch u slay better",YSL,better,TikTok,"{ likes: 0, date: '2023-07-13 14:44:49'}"
"Those heels are the most uncomfortable thing in the world let me tell u",YSL,comfortable,TikTok,"{ likes: 3, date: '2023-07-02 19:12:25'}"
"I have the same ones and they’re quite comfortable actually",YSL,comfortable,TikTok,"{ likes: 3, date: '2023-06-30 09:51:21'}"
"I wanna this puma x one piece collab!!!!!",Puma,Puma,TikTok,"{ likes: 5, date: '2024-03-08 08:11:19'}"
"Puma is at the top of the BSD list! Do NOT forget!!!",Puma,Puma,TikTok,"{ likes: 37, date: '2024-03-08 02:23:39'}"
"I like how shanks has a collab even tho appears 5% of the one piece story",Puma,like,TikTok,"{ likes: 818, date: '2024-03-07 22:53:32'}"
"is these available in puma Indoesia ??",Puma,Puma,TikTok,"{ likes: 7, date: '2024-03-07 17:35:03'}"
"so the One piece Is a Puma ?",Puma,Puma,TikTok,"{ likes: 237, date: '2024-03-07 17:50:24'}"
"Bro my name is Puma",Puma,Puma,TikTok,"{ likes: 0, date: '2024-03-10 08:44:38'}"
"is it only at puma stores?",Puma,Puma,TikTok,"{ likes: 0, date: '2024-03-13 03:21:07'}"
"I like this one🤩",Puma,like,TikTok,"{ likes: 0, date: '2024-03-15 00:34:37'}"
"Why it gotta be pumas 😭",Puma,Puma,TikTok,"{ likes: 0, date: '2024-03-10 12:29:33'}"
"better be in poland🙏",Puma,better,TikTok,"{ likes: 0, date: '2024-03-09 20:13:24'}"
"cool but i think puma could gave goñe a bit harder on the design",Puma,Puma,TikTok,"{ likes: 0, date: '2024-03-10 15:56:22'}"
"Hey PUMA will they be available in Puerto Rico? i wanna get the luffy ones so bad",Puma,Puma,TikTok,"{ likes: 0, date: '2024-03-09 18:33:10'}"
"I want one of my favorite yonkou Buggy 🥺🥺🥺🥺",Puma,favorite,TikTok,"{ likes: 0, date: '2024-03-10 04:25:49'}"
"Black laces are way better on this shoes are they gonna come extra with the shoes? (Ik its from bb shoes) @PUMA",Puma,better,TikTok,"{ likes: 0, date: '2024-03-14 03:11:25'}"
"@puma I need a sponsorship.",Puma,Puma,TikTok,"{ likes: 0, date: '2024-03-09 02:17:36'}"
"Omg! i looks good. I did not like the image but this video shows me this design is good. now wondering if I should buy both - Luffy's and Shanks'",Puma,like,TikTok,"{ likes: 0, date: '2024-03-09 17:07:00'}"
"Reminder that @PUMA is still under BDS boycott list keep the boycott until the termination of their contracts with the zionist entity ✊🇵🇸",Puma,Puma,TikTok,"{ likes: 0, date: '2024-03-10 10:43:06'}"
"Puma supporting genocide but One Piece is all about liberation (and other social aspects). Free Palestine!! 🇵🇸",Puma,Puma,TikTok,"{ likes: 92, date: '2024-03-08 01:39:19'}"
"We love One Piece but we also love the Liberation of the Palestinan people. #BoycottPuma #freepalestine it's what Luffy and Shanks would do! 🇵🇸🇵🇸🇵🇸🇵🇸",Puma,love,TikTok,"{ likes: 61, date: '2024-03-07 19:29:56'}"
"@MarkThomasWladyslawZyzowski shanks steppers",Puma,YSL,TikTok,"{ likes: 1, date: '2024-03-12 21:49:33'}"
"Leave it to Puma to make the BLANDEST collabs ever",Puma,Puma,TikTok,"{ likes: 0, date: '2024-03-12 19:17:34'}"
"remember to boycott puma! from the river to the sea!",Puma,Puma,TikTok,"{ likes: 0, date: '2024-03-09 21:49:34'}"
"GUYS REMEMBER THAT THESE PPL ARE SUPPORTING ISRAEL AND LUFFY WOULDNT LIKE THAT AS THEY OPRESS FREEDOM",Puma,like,TikTok,"{ likes: 0, date: '2024-03-09 13:19:55'}"
"How you collaborate with OP but support the literal World Gov of our reality? sh ame on you Puma",Puma,Puma,TikTok,"{ likes: 0, date: '2024-03-08 21:46:18'}"
"They Look Nice but I would love the RSX ones with One Piece 😭",Puma,love,TikTok,"{ likes: 0, date: '2024-03-17 06:41:14'}"
"@PUMA what about the one piece rs-x efekt 🥺🥺 can y'all drop it",Puma,Puma,TikTok,"{ likes: 0, date: '2024-03-15 17:38:16'}"
"I'm Lovely 😱",Puma,love,TikTok,"{ likes: 94, date: '2024-03-13 12:03:02'}"
"Anxiously waiting for the buggy 1s to be shown off like the other three were….😳😳😳",Puma,like,TikTok,"{ likes: 0, date: '2024-03-17 03:29:41'}"
"how limited is it? like will i have a chance to get it the 2nd day 😭",Puma,like,TikTok,"{ likes: 0, date: '2024-03-13 19:11:44'}"
"How to buy it let me know pleaseeeee. Vietnam with loveeee🥹🥹",Puma,love,TikTok,"{ likes: 0, date: '2024-03-17 17:27:40'}"
"Hello @PUMA . If my comment gets 2k likes will you send me size 10US?",Puma,like,TikTok,"{ likes: 2, date: '2024-03-14 07:47:19'}"
"really really bad this one..the leather likes made off 10$. its like my leather from my bike's seat.",Puma,like,TikTok,"{ likes: 0, date: '2024-03-14 17:17:12'}"
"👏 boycott Puma 👏",Puma,Puma,TikTok,"{ likes: 1, date: '2024-03-14 23:21:40'}"
"i need big size @puma",Puma,Puma,TikTok,"{ likes: 0, date: '2024-03-14 13:23:10'}"
"nahh Reebok classics are better",Puma,better,TikTok,"{ likes: 1351, date: '2021-10-16 22:42:55'}"
"I’d take puma and reebok over nike and adidas all day 😁",Puma,Nike,TikTok,"{ likes: 1, date: '2021-10-18 03:24:57'}"
"But they are pumas end of story.💀",Puma,Puma,TikTok,"{ likes: 2712, date: '2021-10-17 06:07:01'}"
"Not better than AF1.. but a good alternative",Puma,better,TikTok,"{ likes: 523, date: '2021-10-17 00:44:15'}"
"You would never catch me wearing pumas",Puma,Puma,TikTok,"{ likes: 1, date: '2021-12-30 09:26:02'}"
"pumas r actually underrated if these blow up id be happy",Puma,Puma,TikTok,"{ likes: 89, date: '2021-10-17 16:30:42'}"
"ayo they hard af I have alot of variety in my shoes including pumas the sued and I'm still growing rn vans and Nike over powering my room",Puma,Nike,TikTok,"{ likes: 1, date: '2021-11-15 08:00:05'}"
"Air Force 1 were popular in like…2000 when I was 10. I’m so shocked they’re back in style",Puma,popular,TikTok,"{ likes: 3, date: '2021-10-18 12:46:01'}"
"Rebook c85 are better",Puma,better,TikTok,"{ likes: 12, date: '2021-10-17 01:19:06'}"
"Adidas Fórum 84 are my fav everyday shoes.",Puma,Adidas,TikTok,"{ likes: 13, date: '2021-10-17 00:33:58'}"
"Off brand adidas continental 80",Puma,Adidas,TikTok,"{ likes: 1, date: '2021-11-04 05:02:29'}"
"The best for nursing school 🏫 😂😂😂😂😂",Puma,best,TikTok,"{ likes: 32, date: '2021-10-16 22:57:55'}"
"I have the reebok that look like this.. prefer them to air force ones aswell",Puma,like,TikTok,"{ likes: 1, date: '2021-10-17 22:04:07'}"
"Oh and I thought I was low shopping on ASOS but y’all be knowning lol",Puma,thought,TikTok,"{ likes: 1, date: '2021-10-18 01:38:55'}"
"Now the price will go up bro wth",Puma,price,TikTok,"{ likes: 14, date: '2021-10-16 23:00:31'}"
"thoes cost $165 where I'm from",,,TikTok,"{ likes: nan, date: 'nan'}"
"Thanks for this. I like being more unique even if its just a little.",Puma,like,TikTok,"{ likes: 1, date: '2021-10-18 14:06:20'}"
"Puma mad underrated",Puma,Puma,TikTok,"{ likes: 1, date: '2021-11-27 15:40:09'}"
"He said pumas and I almost puked",Puma,Puma,TikTok,"{ likes: 1, date: '2021-12-03 08:38:03'}"
"Pumas are fire 🔥",Puma,Puma,TikTok,"{ likes: 1, date: '2021-12-04 20:06:55'}"
"there good not better than af1",Puma,better,TikTok,"{ likes: 1, date: '2021-12-14 03:45:16'}"
"I love pumas and all your shoes are dope 😬",Puma,love,TikTok,"{ likes: 1, date: '2022-01-06 02:35:48'}"
"I have af1 and they have ripple leather like that",Puma,like,TikTok,"{ likes: 1, date: '2022-01-02 02:14:05'}"
"Puma future riders are the best puma and more comfortable then almost Nike shoes",Puma,best,TikTok,"{ likes: 2, date: '2021-10-17 17:51:00'}"
"boy said pumas",Puma,Puma,TikTok,"{ likes: 1, date: '2021-12-21 00:09:32'}"
"is it normal for the undersold to loosen from the sole itself? like mine just loosend and i used them for 3 week so far",Puma,like,TikTok,"{ likes: 1, date: '2023-10-12 04:37:27'}"
"Pumas are the best for everyday use because been using mine for 4 years",Puma,best,TikTok,"{ likes: 24, date: '2021-10-17 16:12:33'}"
"just left the puma outlet and puma is extremely underrated..",Puma,Puma,TikTok,"{ likes: 4, date: '2021-10-17 18:26:53'}"
"l have a flat foot 🦶🦶 I love Pumas and Lugz",Puma,love,TikTok,"{ likes: 1, date: '2021-11-19 02:01:08'}"
"Retro bommers xilirator better",Puma,better,TikTok,"{ likes: 1, date: '2021-11-15 04:11:13'}"
"Do the coffee dip with the pumas",Puma,Puma,TikTok,"{ likes: 1, date: '2021-11-15 01:29:26'}"
"They just look like Adidas continentals",Puma,like,TikTok,"{ likes: 1, date: '2021-11-14 18:06:10'}"
"they look like forces",Puma,like,TikTok,"{ likes: 1, date: '2021-11-13 21:17:23'}"
"Nike is better",Puma,better,TikTok,"{ likes: 1, date: '2021-11-13 14:47:19'}"
"they look good but you will still get clowned for wearing pumas",Puma,Puma,TikTok,"{ likes: 1, date: '2021-11-13 05:50:19'}"
"Puma is so underrated bro",Puma,Puma,TikTok,"{ likes: 1, date: '2021-11-12 21:58:04'}"
"Pumas are my favorite. Whole closet full of them.",Puma,favorite,TikTok,"{ likes: 1, date: '2021-11-09 09:05:12'}"
"they look better and if they more comfy and cheaper thats a steal",Puma,better,TikTok,"{ likes: 1, date: '2021-11-07 05:17:46'}"
"lokwey af1 look a likes",Puma,like,TikTok,"{ likes: 1, date: '2021-11-06 10:15:05'}"
"Pumas with the Nike track suit 🤌🏼",Puma,Nike,TikTok,"{ likes: 1, date: '2021-11-04 21:41:21'}"
"I got a TON of AF1/Nike but I also got a closet full of Pumas that no one will have on but me...you can't wear what everyone else is!",Puma,Nike,TikTok,"{ likes: 1, date: '2021-11-04 06:09:40'}"
"I didn’t like them until you put them on",Puma,like,TikTok,"{ likes: 1, date: '2021-10-24 04:52:56'}"
"550 way better then af1",Puma,better,TikTok,"{ likes: 1, date: '2021-10-24 02:15:15'}"
"Pumas are so comfy period",Puma,Puma,TikTok,"{ likes: 1, date: '2021-10-23 14:58:13'}"
"copy r better😂😂",Puma,better,TikTok,"{ likes: 1, date: '2021-10-20 12:08:03'}"
"I hear you but reason I wouldn’t wear them is because the amount of bullying I endured wearing anything but Jordans and Nike wont let me Lmao",Puma,Nike,TikTok,"{ likes: 1, date: '2021-10-18 19:42:27'}"
"Its puma man",Puma,Puma,TikTok,"{ likes: 1, date: '2021-10-18 16:39:49'}"
"pumas are v comfy",Puma,Puma,TikTok,"{ likes: 1, date: '2021-10-18 13:03:44'}"
"AF1 looks better sorry",Puma,better,TikTok,"{ likes: 1, date: '2021-10-18 05:17:56'}"
"They don’t have my size on asos 😞",Puma,ASOS,TikTok,"{ likes: 1, date: '2021-10-18 03:27:38'}"
"who here wore And1's before they were a walmart shoe? some of the most comfortable shoes I ever wore. this was like 15 years ago lol",Puma,comfortable,TikTok,"{ likes: 1, date: '2021-10-18 02:43:09'}"
"Look like girl shoes",Puma,like,TikTok,"{ likes: 1, date: '2021-10-18 01:18:48'}"
"Puma rsx’s are super good as well",Puma,Puma,TikTok,"{ likes: 1, date: '2021-10-17 22:07:33'}"
"Puma have best comfortable shoes and have best comfy basketball shoes",Puma,best,TikTok,"{ likes: 1, date: '2021-10-17 22:01:58'}"
"puma has some fire things. but they are still puma so il pass",Puma,Puma,TikTok,"{ likes: 1, date: '2021-10-17 21:05:08'}"
"yo pumas are hella comfy tho fr",Puma,Puma,TikTok,"{ likes: 1, date: '2021-10-17 20:21:50'}"
"i love puma sm. i need for puma classics",Puma,love,TikTok,"{ likes: 1, date: '2021-10-17 18:55:06'}"
"i don't like the gold thingy",Puma,like,TikTok,"{ likes: 1, date: '2021-10-17 18:53:32'}"
"reebok classics are better",Puma,better,TikTok,"{ likes: 0, date: '2021-10-20 22:39:39'}"
"Naaah Vans is the best😌",Puma,best,TikTok,"{ likes: 0, date: '2021-10-18 03:48:34'}"
"bro Reebok club c are better white color or vintage color fire🔥",Puma,color,TikTok,"{ likes: 0, date: '2021-12-23 19:26:30'}"
"Puma suedes yes … these naaaaahhh AF1 for my white on white needs",Puma,Puma,TikTok,"{ likes: 0, date: '2021-10-18 20:03:06'}"
"Puma Force 1s",Puma,Puma,TikTok,"{ likes: 0, date: '2021-10-18 02:51:44'}"
"Puma....Adidas founders brothers company???",Puma,Adidas,TikTok,"{ likes: 0, date: '2021-10-18 02:48:14'}"
"Sometimes just got to support Adidas brother 😂",Puma,Adidas,TikTok,"{ likes: 0, date: '2021-10-18 00:20:22'}"
"Wore pumas all in elementary 🙏🏻🙏🏻🙏🏻",Puma,Puma,TikTok,"{ likes: 0, date: '2021-10-18 00:15:29'}"
"I like thoes shoes. 🔥💯",Puma,like,TikTok,"{ likes: 0, date: '2021-10-17 23:20:58'}"
"super comfy tho. love puma",Puma,love,TikTok,"{ likes: 0, date: '2021-10-18 02:15:31'}"
"Pumas run slim",Puma,Puma,TikTok,"{ likes: 0, date: '2021-10-17 19:28:47'}"
"I have that on my AF tbh. Pumas are classic tho. Maybe cuz if where I live but not many kicks are underrated here",Puma,classic,TikTok,"{ likes: 0, date: '2021-10-17 22:35:54'}"
"I want the puma mostro back 😁",Puma,Puma,TikTok,"{ likes: 0, date: '2021-10-17 20:03:40'}"
"reebok club C’s better",Puma,better,TikTok,"{ likes: 0, date: '2021-10-17 19:42:49'}"
"550s still better",Puma,better,TikTok,"{ likes: 0, date: '2021-10-17 18:30:31'}"
"I fell liek it’s be better if the worlds weren’t gold kinda look liek if there for girls",Puma,better,TikTok,"{ likes: 0, date: '2021-10-17 19:04:26'}"
"A puma to customize",Puma,Puma,TikTok,"{ likes: 0, date: '2021-10-17 18:52:42'}"
"ngl they look like platform shoes",Puma,like,TikTok,"{ likes: 0, date: '2021-10-17 18:46:52'}"
"Adidas and Nike combination",Puma,Nike,TikTok,"{ likes: 0, date: '2021-10-17 18:46:26'}"
"in my opinion ion like em",Puma,opinion,TikTok,"{ likes: 0, date: '2021-10-17 18:23:35'}"
"What about adidas Stan Smith ?",Puma,Adidas,TikTok,"{ likes: 0, date: '2021-10-18 02:04:37'}"
"this is just like iPhone and Samsung cheaper but not better",Puma,better,TikTok,"{ likes: 0, date: '2021-10-18 15:26:16'}"
"Do something with Reebok club c classic 85s",Puma,classic,TikTok,"{ likes: 0, date: '2021-11-24 00:39:19'}"
"color folks wanna give much more if their money to the white man so they buy nikes instead",Puma,color,TikTok,"{ likes: 0, date: '2021-10-18 16:59:01'}"
"dude stands like a female 😂",Puma,like,TikTok,"{ likes: 0, date: '2021-10-18 02:47:55'}"
"#BoycottPuma #FreePalestine #BDS",Puma,Puma,TikTok,"{ likes: 0, date: '2021-10-18 01:39:05'}"
"They finna be like 120 by next month😂",Puma,like,TikTok,"{ likes: 0, date: '2021-10-18 01:37:35'}"
"I’ve been saying asos wrong this whole time haven’t I 😅",Puma,ASOS,TikTok,"{ likes: 0, date: '2023-05-23 23:39:17'}"
"Customize the pumas and do a Tutorial on customizing them and I’ll follow your TikTok",Puma,Puma,TikTok,"{ likes: 0, date: '2021-11-13 05:56:20'}"
"They look like nurse shoes 🤢🤮",Puma,like,TikTok,"{ likes: 0, date: '2021-10-17 23:22:20'}"
"if y'all want puma sneakers follow us !",Puma,Puma,TikTok,"{ likes: 0, date: '2022-05-20 17:26:08'}"
"bro forces are overrated as hell",Puma,overrated,TikTok,"{ likes: 0, date: '2021-11-18 04:21:34'}"
"I’m sorry bro but they look like shit",Puma,like,TikTok,"{ likes: 0, date: '2021-11-13 18:54:06'}"
"Pumas my boi",Puma,Puma,TikTok,"{ likes: 0, date: '2021-11-13 18:37:53'}"
"Put these in coffe like the air forces plsssssss",Puma,like,TikTok,"{ likes: 0, date: '2021-11-08 07:44:06'}"
"i kinda like them🤷🏼‍♂️",Puma,like,TikTok,"{ likes: 0, date: '2021-10-22 00:54:54'}"
"You see how you had to say you know the sole from the air force 1. Can’t be better than the best shut that “I wear different things” shit up.",Puma,best,TikTok,"{ likes: 0, date: '2021-10-18 20:23:25'}"
"Puma suede are made with good Material to But can’t stop rocking the af1😂",Puma,material,TikTok,"{ likes: 0, date: '2021-10-17 14:30:28'}"
"Bro just buy Nike all courts 😂 they have that material that you are talking abt",Puma,material,TikTok,"{ likes: 0, date: '2021-10-17 14:16:07'}"
"bruh puma jamming literally best shoes ever",Puma,best,TikTok,"{ likes: 0, date: '2021-10-17 13:59:29'}"
"now everybody on old Pumas 😂😂😂😂😂",Puma,Puma,TikTok,"{ likes: 0, date: '2021-10-17 13:19:31'}"
"sold reebok classic is also great too",Puma,classic,TikTok,"{ likes: 0, date: '2021-10-17 13:01:27'}"
"I want sum pumas bro",Puma,Puma,TikTok,"{ likes: 0, date: '2021-10-17 12:58:32'}"
"puma = underated",Puma,underated,TikTok,"{ likes: 0, date: '2021-10-17 12:49:50'}"
"Balances are better",Puma,better,TikTok,"{ likes: 0, date: '2021-10-17 12:42:30'}"
"I love pumas and I even turned my girl onto them. Now she won’t wear anything else they’re the best",Puma,love,TikTok,"{ likes: 0, date: '2021-10-17 12:37:21'}"
"Adidas superstar chunky o los DC shoes>>>>>>",Puma,Adidas,TikTok,"{ likes: 1, date: '2024-02-13 16:20:07'}"
"las adidas bad bunny back to school >>",Puma,Adidas,TikTok,"{ likes: 0, date: '2024-02-13 22:27:18'}"
"puma o vans?😂😂",Puma,Puma,TikTok,"{ likes: 0, date: '2024-02-22 23:06:54'}"
"Nike Air Monarch🦋",Puma,Nike,TikTok,"{ likes: 1, date: '2024-02-11 19:54:42'}"
"Puma Rebound isnt that bad",Puma,Puma,TikTok,"{ likes: 107, date: '2023-08-07 16:59:40'}"
"Puma tryna be like Jordan 💀",Puma,like,TikTok,"{ likes: 285, date: '2023-01-23 23:06:08'}"
"Puma rebound are really good and there is a lot of different thing then Jordan’s first the material and there made bigger😁 so yes there good😁😁",Puma,material,TikTok,"{ likes: 42, date: '2023-05-20 23:46:41'}"
"guys...I actually have puma rebound... I would like to change them for some jordan 1 but my mom sais they look the same...😞😞",Puma,like,TikTok,"{ likes: 2, date: '2023-03-15 18:35:22'}"
"i litterly have Puma Rebounds what is your problem",Puma,Puma,TikTok,"{ likes: 2, date: '2023-07-29 19:39:24'}"
"those are just hightops and also so comfortable and cheaper than the jordan💀",Puma,comfortable,TikTok,"{ likes: 75, date: '2023-07-29 22:35:28'}"
"they are cheaper i have a pair",Puma,cheap,TikTok,"{ likes: 26, date: '2023-06-05 00:54:03'}"
"Tryna be nike",Puma,Nike,TikTok,"{ likes: 1, date: '2023-05-29 03:02:39'}"
"Bro has beaf with every shoe except Nikes/Jordans",Puma,Nike,TikTok,"{ likes: 1, date: '2024-03-02 20:16:59'}"
"I love and I have got puma rebound joy",Puma,love,TikTok,"{ likes: 1, date: '2023-09-12 16:03:03'}"
"what's the problem whit Puma Rebound?",Puma,Puma,TikTok,"{ likes: 0, date: '2024-03-05 21:17:03'}"
"bro they are just better",Puma,better,TikTok,"{ likes: 3, date: '2023-05-25 09:44:43'}"
"i have those i love them",Puma,love,TikTok,"{ likes: 2, date: '2023-08-07 16:36:02'}"
"I don't understand why you should insult people with these shoes it's not like everyone has to have Jordans someone like me can like them",Puma,like,TikTok,"{ likes: 1, date: '2023-09-09 13:35:01'}"
"they trynna be like Jordan but they cool",Puma,like,TikTok,"{ likes: 2, date: '2023-08-13 10:29:11'}"
"its a wannabe nike",Puma,Nike,TikTok,"{ likes: 2, date: '2023-05-19 00:19:07'}"
"Jordans are bland and overpriced imo 🤷‍♀️. would def prefer these.",Puma,price,TikTok,"{ likes: 0, date: '2024-03-06 23:47:29'}"
"i bought today puma rebound the same from second photo and i see this?",Puma,Puma,TikTok,"{ likes: 0, date: '2023-11-10 23:27:44'}"
"First of all Puma rebound IS good second thé shoe IS comfortable",Puma,comfortable,TikTok,"{ likes: 0, date: '2023-09-23 13:52:15'}"
"Normal pumas Aren't that bad I think? 😭 I just got them.",Puma,Puma,TikTok,"{ likes: 0, date: '2024-01-17 04:42:31'}"
"Puma is not bad bruh",Puma,Puma,TikTok,"{ likes: 0, date: '2023-08-31 02:26:08'}"
"that is mean puma is better than Jordan but I know that Jordans are like more expensive than pumas like pumas are really comfortable and don't be mean",Puma,comfortable,TikTok,"{ likes: 0, date: '2023-08-10 04:33:00'}"
"shoes are shoes. pumas a cheep and thats why i wear them.",Puma,Puma,TikTok,"{ likes: 0, date: '2023-12-06 00:07:47'}"
"if y'all think theses are ugly then you have to think Jordans are ugly cus they literally look alike",Puma,like,TikTok,"{ likes: 0, date: '2023-07-25 02:05:14'}"
"they are better than Jordan",Puma,better,TikTok,"{ likes: 0, date: '2023-10-19 19:20:49'}"
"people when someone doesn't have Jordan's or nikes: 😱😰😨",Puma,Nike,TikTok,"{ likes: 0, date: '2023-12-08 01:19:52'}"
"Puma rebounds are but bad",Puma,Puma,TikTok,"{ likes: 0, date: '2023-09-21 01:40:18'}"
"Puma aint bad",Puma,Puma,TikTok,"{ likes: 0, date: '2023-09-23 13:31:10'}"
"Bro they’re just like Jordan’s but oh Jordan’s there the same thing like",Puma,like,TikTok,"{ likes: 0, date: '2023-09-25 00:58:03'}"
"low is way better than this😂",Puma,better,TikTok,"{ likes: 0, date: '2023-03-03 19:16:05'}"
"Puma koalas high and chikago air Gordans",Puma,Puma,TikTok,"{ likes: 0, date: '2023-01-25 09:19:10'}"
"idk why u hate them theyre almost the same as jordan 1",Puma,hate,TikTok,"{ likes: 0, date: '2023-12-15 18:04:07'}"
"the Last colorway Isnt that baf",Puma,color,TikTok,"{ likes: 0, date: '2024-01-18 22:22:45'}"
"I’m sorry but they look just like Jordan’s how are they ugly",Puma,like,TikTok,"{ likes: 0, date: '2023-05-07 04:17:39'}"
"puma is good btw why do you find it ugly? I mean why",Puma,Puma,TikTok,"{ likes: 0, date: '2024-01-21 08:43:35'}"
"🤡When you don't know Classic Street fashion!😢💯",Puma,classic,TikTok,"{ likes: 2, date: '2023-09-25 15:56:40'}"
"They look exactly like Jordan’s how are they ugly 💀",Puma,like,TikTok,"{ likes: 2, date: '2023-02-04 16:21:45'}"
"Very ugly 😳 #boycottpuma and support #FreePalestine🇵🇸 stained in Palestinian blood 🩸 of innocent kids & babies",Puma,Puma,TikTok,"{ likes: 1, date: '2023-06-23 21:41:02'}"
"These jordan meat riders will say puma rebounds there rip off jordan 1s and then call the rebounds ugly💀",Puma,Puma,TikTok,"{ likes: 0, date: '2023-12-20 15:11:44'}"
