comment_text,brand,search_term,source,additional_info
"🥺🥺🥺I’ve watched you for agesss an I truly love an look up to you @kaeli mae 😔🥺 <3🤍🥺 from Australia 🇦🇺 x",Prada,love,TikTok,"{ likes: 3, date: '2023-08-08 23:29:11'}"
"I love luna rossa black 😐...",Prada,love,TikTok,"{ likes: 2, date: '2023-08-08 23:38:06'}"
"what if you guys stop being friends y’all would’ve just wasted so much money 😭",Louis Vuitton,waste,TikTok,"{ likes: 0, date: '2023-08-09 00:34:32'}"
"i love ur vids so much!!! is there more things in the box?",Prada,love,TikTok,"{ likes: 3, date: '2023-08-09 01:27:53'}"
"I buy your Prada black",Prada,Prada,TikTok,"{ likes: 0, date: '2023-08-09 02:36:57'}"
"I can’t wait for my first Prada bag!!!",Prada,Prada,TikTok,"{ likes: 33, date: '2023-08-09 02:46:49'}"
"prada carbon so goated",Prada,Prada,TikTok,"{ likes: 20, date: '2023-08-09 03:43:15'}"
"I have the white Prada re edition 2005 and I'm obsessed ✨",Prada,Prada,TikTok,"{ likes: 3, date: '2023-08-09 03:46:37'}"
"People who are buying any precious metal piece from Cartier are not doing so for the value of the scrap gold.",Cartier,Cartier,TikTok,"{ likes: 25, date: '2023-08-09 05:24:28'}"
"Ocean edp the best!",Prada,best,TikTok,"{ likes: 2, date: '2023-08-09 06:16:48'}"
"I wish you would have talked in this one! I love the videos where we get your bubbly personality 🥰",Prada,love,TikTok,"{ likes: 4, date: '2023-08-09 06:20:56'}"
"I’m in love🤩",Prada,love,TikTok,"{ likes: 8, date: '2023-08-09 07:37:34'}"
"What a cute bag! I honestly don't care if it is Prada Gucci or other. It is just my type of bag (small and practical). And white!!!",Prada,Gucci,TikTok,"{ likes: 4, date: '2023-08-09 08:10:53'}"
"Naaahhh not the hate on prada black 😭",Prada,hate,TikTok,"{ likes: 186, date: '2023-08-09 09:31:40'}"
"Then why spend 10k for a “good quality product” if they won’t even last just bc you used them for the purpose they were made for.",Chanel,quality,TikTok,"{ likes: 3, date: '2023-08-09 11:11:43'}"
"Omg love ❤️",Prada,love,TikTok,"{ likes: 4, date: '2023-08-09 12:04:09'}"
"Ridiculous statement. People buy this for the Cartier name not the value of the gold.",Cartier,Cartier,TikTok,"{ likes: 304, date: '2023-08-09 13:10:36'}"
"Love love love Prada! Love this bag. Simple and goes with everything!💚",Prada,love,TikTok,"{ likes: 4, date: '2023-08-09 13:54:03'}"
"@Hazel: What do you do for work than content creat because the house looks really expensive( I hope to live like this one day)",Prada,like,TikTok,"{ likes: 7, date: '2023-08-09 14:47:43'}"
"I'll never wear my Aliexpress bag like this again. Thank you. *probably better quality though TBH",Hermes,better,TikTok,"{ likes: 0, date: '2023-08-09 14:59:14'}"
"@my gf is better 🇮🇹 just look at all the shoes i wanna go",Nike,better,TikTok,"{ likes: 6, date: '2023-08-09 17:04:13'}"
"I’ll take cartier",Cartier,Cartier,TikTok,"{ likes: 280, date: '2023-08-09 17:44:33'}"
"You also assume Cartier is using 100% gold. They are likely diluting it w other metals to increase margin.",Cartier,like,TikTok,"{ likes: 167, date: '2023-08-09 17:52:35'}"
"give me one bag and my life will turn 360⁰ better",Hermes,better,TikTok,"{ likes: 4, date: '2023-08-09 20:07:18'}"
"If you don’t love itHermes",Louis Vuitton,better,TikTok,"{ likes: 5, date: '2023-08-09 21:48:30'}"
"Support this decision but that is MY dream color",Hermes,color,TikTok,"{ likes: 12, date: '2023-08-09 22:58:20'}"
"Everyone is buying the Cartier love bracelet.",Cartier,love,TikTok,"{ likes: 4154, date: '2023-08-10 01:26:28'}"
"Prada black is fire! Reminds me of warm coco butter 😄",Prada,Prada,TikTok,"{ likes: 0, date: '2023-08-10 04:16:31'}"
"Have you tried the Dior cushion and Dior powder",Dior,Dior,TikTok,"{ likes: 0, date: '2023-08-10 05:38:30'}"
"the color omgggg",Adidas,color,TikTok,"{ likes: 7, date: '2023-08-10 11:00:15'}"
"What’s the number of the white dress?! I love it",H&M,love,TikTok,"{ likes: 0, date: '2023-08-10 16:08:39'}"
"the red campus ones colored all my white socks red lol",Adidas,color,TikTok,"{ likes: 3, date: '2023-08-10 17:31:34'}"
"are the campus 00 comfortable?",Adidas,comfortable,TikTok,"{ likes: 1, date: '2023-08-10 20:54:45'}"
"I don’t we’re lululemon tho😭😭I can’t be that white.idk (not trying to start problems😭)",Lululemon,Lululemon,TikTok,"{ likes: 2, date: '2023-08-10 21:06:20'}"
"@Valeria 💅😘 ……. I feel like I should get one but at the same time I shouldn’t 😀",Lululemon,like,TikTok,"{ likes: 1, date: '2023-08-10 22:57:55'}"
"wait i’ve never done this HAHAH i’ve had my ring for like 4 years and haven’t taken it off",Cartier,like,TikTok,"{ likes: 8, date: '2023-08-10 23:06:05'}"
"You’re style is perfection. I want everything the exact same but in a more dark moody fashion. Love the vibes and inspo ✨",Prada,love,TikTok,"{ likes: 2, date: '2023-08-11 01:15:30'}"
"I have a jacket like that and I literally can't zip it up all the way",Lululemon,like,TikTok,"{ likes: 1, date: '2023-08-11 04:38:37'}"
"Dreaming of my own Prada bag one day 🙏",Prada,Prada,TikTok,"{ likes: 3, date: '2023-08-11 06:39:51'}"
"Lady Dior is elegant.and Dior is my favourite luxury brand of bags 🥰🥰🥰",Dior,Dior,TikTok,"{ likes: 1, date: '2023-08-11 09:05:15'}"
"Omg I love that bag 😍😍😍😍😍",Prada,love,TikTok,"{ likes: 2, date: '2023-08-11 14:21:38'}"
"What Prada black is like my favorite cologne",Prada,like,TikTok,"{ likes: 2, date: '2023-08-12 03:40:06'}"
"Get an ultrasonic cleaner from Amazon! It’s like $25",Cartier,like,TikTok,"{ likes: 9, date: '2023-08-12 04:20:47'}"
"Prada Black incredible",Prada,Prada,TikTok,"{ likes: 78, date: '2023-08-12 06:10:03'}"
"Real gold for the real price of gold is a better investment obviously",Cartier,price,TikTok,"{ likes: 1006, date: '2023-08-12 07:58:57'}"
"People don't buy a cartier jewelry for the weight of gold.",Cartier,Cartier,TikTok,"{ likes: 101, date: '2023-08-12 09:40:14'}"
"My adidas aint adidasing like this can’t find any",Adidas,like,TikTok,"{ likes: 0, date: '2023-08-12 12:59:38'}"
"I JUST GOT A PAIR TODAY AND BEST DECISION EVER HONESTLY.",Adidas,best,TikTok,"{ likes: 7, date: '2023-08-12 14:56:14'}"
"You made a wish decision. That color looks cheap 😏",Hermes,color,TikTok,"{ likes: 3, date: '2023-08-12 18:37:17'}"
"18 karat gold isn’t the best choice tbh 21karat is best choice to buy jewelry because you can actually sell it for higher price is the gold price rise",Cartier,price,TikTok,"{ likes: 22, date: '2023-08-12 22:10:12'}"
"I love your lululemon jacket…I have it in black but I want it in white too",Chanel,love,TikTok,"{ likes: 0, date: '2023-08-12 23:19:56'}"
"Thought it was A BROTHA",Chanel,thought,TikTok,"{ likes: 0, date: '2023-08-12 23:42:57'}"
"Grey fog are better trust me",Nike,better,TikTok,"{ likes: 13, date: '2023-08-12 23:46:13'}"
"I rather have Cartier. I’m no Brokie",Cartier,Cartier,TikTok,"{ likes: 138, date: '2023-08-13 01:41:57'}"
"No one’s buying Cartier for the gold or the investment. We’re buying it because we like the original design from the original designer.",Cartier,like,TikTok,"{ likes: 1125, date: '2023-08-13 04:48:02'}"
"Are you kidding it’s not just the weight of the gold but the history behind it and the stars who’ve worn it - it’s a classic and everyone wants one !",Cartier,classic,TikTok,"{ likes: 79, date: '2023-08-13 04:50:10'}"
"Who said no one is buying a Cartier bracelet anymore ? 😂😂😂",Cartier,Cartier,TikTok,"{ likes: 8292, date: '2023-08-13 05:54:42'}"
"I really want it But Its so expensive😭",Dior,expensive,TikTok,"{ likes: 0, date: '2023-08-13 06:10:51'}"
"I hate the santos. Whenever i would set the time the minute hand JUMPS when i push the crown down. I had a 2022 santos btw",Cartier,hate,TikTok,"{ likes: 2, date: '2023-08-13 07:27:26'}"
"yup It looked like a #####",Chanel,like,TikTok,"{ likes: 0, date: '2023-08-13 15:27:26'}"
"I dont agree it should be good quality even though if u wear it everyday it should be strong enough to handle !",Chanel,quality,TikTok,"{ likes: 0, date: '2023-08-13 20:25:59'}"
"Prada bags 🔛🔝",Prada,Prada,TikTok,"{ likes: 19, date: '2023-08-13 21:19:28'}"
"It looks like a human. That’s what I look like.",Chanel,like,TikTok,"{ likes: 0, date: '2023-08-14 02:27:44'}"
"Prada black smell like an like the iron for hair",Prada,like,TikTok,"{ likes: 0, date: '2023-08-14 06:59:37'}"
"What is love ..",Cartier,love,TikTok,"{ likes: 1, date: '2023-08-14 08:29:33'}"
"Soooo… it is more then poor quality?",Chanel,quality,TikTok,"{ likes: 0, date: '2023-08-14 15:34:25'}"
"love your dior bags",Hermes,love,TikTok,"{ likes: 4, date: '2023-08-14 15:39:11'}"
"Why don't you go to the Cartier store for the cleaning?",Cartier,Cartier,TikTok,"{ likes: 3, date: '2023-08-14 18:44:07'}"
"But you could have resold it. They’re perfect investment pieces. Or sold it to one of your followers at the price you got it for?? 😭",Hermes,price,TikTok,"{ likes: 139, date: '2023-08-15 06:48:40'}"
"They look cheap",Uniqlo,cheap,TikTok,"{ likes: 3, date: '2023-08-15 08:40:26'}"
"Uniqlo pants are the ones! The AirSense ones are the same but perfect for summer in the office",Uniqlo,Uniqlo,TikTok,"{ likes: 0, date: '2023-08-15 09:00:00'}"
"Sorry but they look like work suit trousers and not in a good way",Uniqlo,like,TikTok,"{ likes: 4, date: '2023-08-15 09:16:44'}"
"@Eins Tiktoker @Angie Holiday Zara pants for man 😅",Uniqlo,Zara,TikTok,"{ likes: 1, date: '2023-08-15 10:31:59'}"
"I have the exact same pants and I absolutely love it!!! 🥰",Uniqlo,love,TikTok,"{ likes: 1, date: '2023-08-15 13:16:10'}"
"I just love how enthusiastic you sound when talking about these amazing pants",Uniqlo,love,TikTok,"{ likes: 75, date: '2023-08-15 15:23:57'}"
"am only adding to my fv end like bc there's jisoo 🥲🥲",Dior,like,TikTok,"{ likes: 0, date: '2023-08-15 15:41:00'}"
"I’ve had a similar thrifted paur from Uniqlo DEFINITELY my favourite pants",Uniqlo,Uniqlo,TikTok,"{ likes: 0, date: '2023-08-15 16:53:50'}"
"Uniqlo is exploiting Ouïghours so non thank you",Uniqlo,Uniqlo,TikTok,"{ likes: 0, date: '2023-08-15 18:57:20'}"
"the one from the womens section fits better",Uniqlo,better,TikTok,"{ likes: 0, date: '2023-08-15 18:58:22'}"
"My boyfriend has been wearing these for years I love it!",Uniqlo,love,TikTok,"{ likes: 0, date: '2023-08-15 19:56:42'}"
"we want CARTIER Gurlll !!! 💀",Cartier,Cartier,TikTok,"{ likes: 76, date: '2023-08-16 00:26:03'}"
"Why the cost so much but you can’t wear it everyday I would think it’s made out of the best quality",Chanel,quality,TikTok,"{ likes: 5, date: '2023-08-16 02:38:52'}"
"Ngl I hate Prada black to hate the smell of strong black pepper 😭",Prada,hate,TikTok,"{ likes: 0, date: '2023-08-16 04:14:47'}"
"I got sambas but got blisters like damn. Wearing thick high socks and everything",Adidas,like,TikTok,"{ likes: 0, date: '2023-08-16 07:13:09'}"
"@Morgan Britt Butler thoughts on this? I’m invested in your search for your Hermes bags.",Hermes,thoughts,TikTok,"{ likes: 2, date: '2023-08-16 10:20:05'}"
"you deserved it ❤️love youuu🫶🫶🫶",Prada,love,TikTok,"{ likes: 1, date: '2023-08-16 14:35:40'}"
"I bought the 5 colors",Uniqlo,color,TikTok,"{ likes: 2, date: '2023-08-16 14:59:46'}"
"malachite turns ugly with water tho i hate it 🥲",Cartier,hate,TikTok,"{ likes: 0, date: '2023-08-16 21:09:09'}"
"I BEEN HAD THE BEST SHOE",Nike,best,TikTok,"{ likes: 4, date: '2023-08-16 21:16:05'}"
"Unpopular opinion ik but these type of adidas are so ugly 😭",Adidas,opinion,TikTok,"{ likes: 3, date: '2023-08-17 01:32:21'}"
"I have the love bracelet since 2 years. No disapointement about it.",Cartier,love,TikTok,"{ likes: 3, date: '2023-08-17 04:28:28'}"
"Your style is giving Dior Lee but more classic and chic",Dior,classic,TikTok,"{ likes: 1, date: '2023-08-17 04:33:14'}"
"The green Lady Dior is a dream🥰",Dior,Dior,TikTok,"{ likes: 1, date: '2023-08-17 04:34:00'}"
"oh ✨ i love it",Dior,love,TikTok,"{ likes: 0, date: '2023-08-17 09:47:35'}"
"Hahahahah lmao!!!! Right here I thought it was something else.",Chanel,thought,TikTok,"{ likes: 0, date: '2023-08-17 21:11:54'}"
"I love you jisoo!!!!",Dior,love,TikTok,"{ likes: 0, date: '2023-08-17 23:22:09'}"
"What is the cost of making a Swiss watch? Yet people flock to buy a Rolex. It’s not about the value of materials brands have become the investment.",Cartier,material,TikTok,"{ likes: 4, date: '2023-08-17 23:55:55'}"
"Better then sambas",Adidas,better,TikTok,"{ likes: 0, date: '2023-08-18 00:20:21'}"
"I love luxury TikTok dis why I made this account",Chanel,love,TikTok,"{ likes: 0, date: '2023-08-18 01:13:11'}"
"it's so sad you can't just buy a chanel ready to wear",Chanel,Chanel,TikTok,"{ likes: 0, date: '2023-08-18 03:33:11'}"
"omgg i love your bags",Hermes,love,TikTok,"{ likes: 3, date: '2023-08-18 09:31:16'}"
"Thank you dior for bringing my comment back🥰",Dior,Dior,TikTok,"{ likes: 0, date: '2023-08-18 14:00:21'}"
"Not the Cartier bracelet being the wrong way round 🫣🫣",Cartier,Cartier,TikTok,"{ likes: 0, date: '2023-08-18 17:18:01'}"
"I thought it too lol",Chanel,thought,TikTok,"{ likes: 0, date: '2023-08-18 23:14:29'}"
"My grandpa gave me Prada l’homme when he was drunk off of eggnog and honestly nicest cologne I’ve ever user",Prada,Prada,TikTok,"{ likes: 0, date: '2023-08-18 23:52:00'}"
"It’s so expensive tho 😭",Lululemon,expensive,TikTok,"{ likes: 7, date: '2023-08-19 10:42:52'}"
"How can u love karl ( he’s person not he’s art )",Chanel,love,TikTok,"{ likes: 0, date: '2023-08-19 14:38:23'}"
"I’ll take Cartier anyway or nothing… if taking a 24 gold bracelet I don’t want it mimicking this design",Cartier,Cartier,TikTok,"{ likes: 3, date: '2023-08-19 17:08:37'}"
"Womens pleated trousers (long) way better",Uniqlo,better,TikTok,"{ likes: 0, date: '2023-08-19 21:24:11'}"
"i love cleaning stuff like that it’s so satisfying",Cartier,like,TikTok,"{ likes: 6, date: '2023-08-19 21:57:50'}"
"The point is that it's cartier.",Cartier,Cartier,TikTok,"{ likes: 2063, date: '2023-08-19 22:38:37'}"
"Ok but like she ate that outfit and left no crumbs 👏🏻",Lululemon,like,TikTok,"{ likes: 2, date: '2023-08-20 00:34:21'}"
"Rich girl hauls>>>>",Chanel,haul,TikTok,"{ likes: 0, date: '2023-08-20 03:26:04'}"
"old chanel made history",Chanel,Chanel,TikTok,"{ likes: 0, date: '2023-08-20 11:37:01'}"
"Prada good bag🥰 I like",Prada,like,TikTok,"{ likes: 3, date: '2023-08-20 18:51:41'}"
"I love how you’re being like not aggressive with it 🫶🏽",Prada,love,TikTok,"{ likes: 4, date: '2023-08-20 19:03:21'}"
"@ลารินทร์ juhu 🐙 豬腳飯🐷 I like",Dior,like,TikTok,"{ likes: 1, date: '2023-08-20 20:42:35'}"
"I’ll take the Prada black",Prada,Prada,TikTok,"{ likes: 39, date: '2023-08-21 00:20:32'}"
"first thing I thought when I saw this jacket",Lululemon,thought,TikTok,"{ likes: 1, date: '2023-08-21 04:09:58'}"
"18 K is so embarrassing for a brand like Cartier",Cartier,like,TikTok,"{ likes: 1, date: '2023-08-21 04:17:03'}"
"Please post small businesses that you recommend where we can find something similar :) @The Jewelry Expert",Cartier,recommend,TikTok,"{ likes: 2, date: '2023-08-21 06:06:13'}"
"I think all Prada fragrances are really boring 👎",Prada,Prada,TikTok,"{ likes: 1, date: '2023-08-21 06:25:40'}"
"are you joking i got this bracelet as a present from my aunt but i never knew it was so expensive i dient even know it was cartier till i ingraved",Cartier,expensive,TikTok,"{ likes: 4, date: '2023-08-21 11:18:31'}"
"I keep seeing TikToks where people’s love bracelet keeps falling off. No thanks",Cartier,love,TikTok,"{ likes: 1, date: '2023-08-21 14:26:49'}"
"Ya’ll keep missing the point  you’re buying the name same goes to Hermes as if you can’t find same quality with less price? You can its just the name",Cartier,quality,TikTok,"{ likes: 1, date: '2023-08-21 15:22:57'}"
"@MakemeFamous yesss for me and you bestiee✨🤩",Louis Vuitton,best,TikTok,"{ likes: 2, date: '2023-08-21 15:41:50'}"
"people are buying cartier because it's cartier! not because it's goldwtf😂 you are comparing Birkin with zara bag?",Cartier,Zara,TikTok,"{ likes: 1, date: '2023-08-21 15:58:23'}"
"I luv Lululemon my whole outfit is from there",Lululemon,Lululemon,TikTok,"{ likes: 2, date: '2023-08-21 17:26:05'}"
"Love the dress with pocket🥰",H&M,love,TikTok,"{ likes: 0, date: '2023-08-21 17:26:12'}"
"Yea...but is Cartier......",Cartier,Cartier,TikTok,"{ likes: 1, date: '2023-08-21 18:43:45'}"
"Inboxing!!! I love it 👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽",Hermes,love,TikTok,"{ likes: 1, date: '2023-08-21 19:24:05'}"
"what true love is",Cartier,love,TikTok,"{ likes: 0, date: '2023-08-21 20:21:59'}"
"Then why does Cartier never have any size 16s or 17s readily available",Cartier,Cartier,TikTok,"{ likes: 1, date: '2023-08-21 21:45:28'}"
"Who wants buy cartier wg roadster",Cartier,Cartier,TikTok,"{ likes: 1, date: '2023-08-22 00:07:23'}"
"I’ll stick with my 22 to 24k jewelry lol literally have the same design but much better quality in 22k gold. Yes it’s real I’ve gotten it tested 2x..",Cartier,quality,TikTok,"{ likes: 1, date: '2023-08-22 01:44:05'}"
"@love the bag",Dior,love,TikTok,"{ likes: 0, date: '2023-08-22 09:55:04'}"
"@dylan_27x I hope the team jackets are like these",Lululemon,like,TikTok,"{ likes: 1, date: '2023-08-22 10:05:45'}"
"If I pay thousands of dollars on a chanel I will wear my chanel how I see fit THANKYOUU!!",Chanel,Chanel,TikTok,"{ likes: 9, date: '2023-08-22 10:59:25'}"
"Is that cartier?",Cartier,Cartier,TikTok,"{ likes: 1, date: '2023-08-22 11:01:03'}"
"Loise viton better👍💀",Chanel,better,TikTok,"{ likes: 0, date: '2023-08-22 13:07:36'}"
"It’s not just the gold that you’re purchasing though.. gold doesn’t form like that naturally it’s a pretty lengthy process..",Cartier,like,TikTok,"{ likes: 1, date: '2023-08-22 18:27:16'}"
"Love bracelets are pretty cheap used though.",Cartier,love,TikTok,"{ likes: 1, date: '2023-08-22 18:55:58'}"
"We’d rather have the real Cartier then a knockoff",Cartier,Cartier,TikTok,"{ likes: 1, date: '2023-08-22 19:37:50'}"
"Nothing’s like local gulf gold! We wear nothing lower than 21K gold for a reasonable price so that when u resell it it still has value",Cartier,price,TikTok,"{ likes: 1, date: '2023-08-22 22:49:25'}"
