,Brand,Search,Comments,Source,Additional info
4153,Forever 21,fast fashion,"FAST FASHION - EPISODE 1: ""LATE FOR A DATE""+creative! :)",https://www.youtube.com//watch?v=sIuXemKGbIY&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,
4199,Forever 21,fast fashion,"Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+Hi everyone! Looking forward to your comments on the questions at the end of the video :-) Here is the other video mentioned, on how to tell which brands are fast fashion brands: https://youtu.be/mG_6yUtLZ4k",https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,
4200,Forever 21,fast fashion,Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+I thrift a lot of my clothes. My mine concern when buying a tee shirt is how well it's made and if the fabric is thick enough.  They seem to be getting thinner and thinner.,https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,
4201,Forever 21,fast fashion,"Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+Pleeeease make a guide on the ""in-between options"".",https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,
4202,Forever 21,fast fashion,"Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+I'd like to see you tackle fashion websites like Shein and Zaful, ones that are operating under mysterious conditions in China. What is their business model and how does it compare to fast fashion retailers?",https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,
4203,Forever 21,fast fashion,"Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+""I say dirt cheap, but I should say 'blood cheap'""",https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,
4204,Forever 21,fast fashion,Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+I like how you changed phrasing from “dirt cheap” to “blood cheap” - very appropriate. Thank you for creating/posting this video.,https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,
4205,Forever 21,fast fashion,Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+Most thrift stores around me sell clothes at the same price or cheaper then fast fashion brands and tend to be better quality even second hand.,https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,
4206,Forever 21,fast fashion,"Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+It's funny that I am watching this episode today. Yesterday, I received a skirt I purchased on Etsy that I thought was hand made in the States. The shipping label states that the package was shipped from China, which can only mean that the garment was made in China. I felt mislead by the seller, who, it seems, must be a third party seller. I shop Etsy to support hand crafted artisans. Anyway, I wrote a review (which I hope will not get deleted) that I was disappointed to learn my garment was made by child labor, or at the very least, made by an grossly underpaid worker. I think we in the West have become to used to immediate fashion and to tossing or donating clothing after only a couple of wearings that many of us are unwilling to pair a fair price for quality garments. My frustration: even in high-end department stores, the quality of the fibers and fabric are not worth the price tag.",https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,
4207,Forever 21,fast fashion,"Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+We need to get the word out to our young high school kids.  They will care about the people who died in Bangladesh, especially since some of those people are kids, too.  We need to shift our thinking to Quality vs Quantity and we will all be much happier.",https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,
4208,Forever 21,fast fashion,"Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+I never liked Forever21 and never bought any of their stuff. When I was in university, I would be dragged into their stores by my shoppaholic friends but the clothes just looked so flimsy to me, like they wouldn't survive more than 5 washes.",https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,
4210,Forever 21,fast fashion,Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+I have a sincere question that comes from a place of caring for these underpaid workers (in faraway places like Bangladesh) and with no hidden agenda. What will happen to these workers when all the companies that employed them are no longer around?  Will they be given better paying jobs by the new businesses that replace the former?  I would hate to find out that lower paying jobs are replaced by no work at all.,https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,
4211,Forever 21,fast fashion,"Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+To the people saying they are being replaced by online retailers, offline retail still makes more than 90% of total global retail transaction  It's not online retailers killing the business, people just don't have the money anymore.",https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,
4212,Forever 21,fast fashion,"Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+Thrifting, charity shopping: the future, to erase a past of pollution, inequality and exploitation. Love your videos Justine",https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,
4213,Forever 21,fast fashion,"Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+When I was in middle school I learned that all my favorite brands at the time (Gap, JCrew, DKNY etc.) used sweatshop labor to produce the garments that I wanted to wear. I considered them mid-priced ($20/teeshirt, $40/jeans). I'm in the US and don't know of any brands (aside from small, local designers) that use ethical labor practices, so I'm very slowly teaching myself to sew--and in the meantime, mending my favorite garments a lot. Could you please do a video about the brands in the middle?",https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,
4214,Forever 21,fast fashion,Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+I love the term “blood cheap”. Very telling. Thank you for this awareness Justine.,https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,
4215,Forever 21,fast fashion,Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+A great opportunity to do an update about middle priced brands that worth their money!,https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,
4233,Forever 21,fast fashion,"Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+What are your opinions on popular ""ethical"" brands like Everlane?",https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,
4234,Forever 21,fast fashion,"Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+I would rather spend $$ on the highest quality clothes (including some basics) possible purchased second-hand at consignment and thrift shops. I'm a larger size (US 16), so most of the trendy clothes in the fast fashion stores don't work on my frame anyway.",https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,
4235,Forever 21,fast fashion,"Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+fast fashion is just getting faster, these shops are just being replaced by online retailers that have even lower overhead costs and are worse for the environment.",https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,
4236,Forever 21,fast fashion,"Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+I keep my clothes a really long time usually, like 5 years or more, so I’m willing to pay a bit more for ethically and sustainably made clothing because it also is (usually) good quality, well fitting and lasts.",https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,
4237,Forever 21,fast fashion,"Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+Justine, I think the targeting of these brands being in the extremes of the price range indicates one thing for me - economic inequality in the general population. It shows the decline of the middle class in these countries. One thing you must notice is that trends are global now because of media and hence aspirations of people are very similar towards fashion, be it in the US or India. But of course their incomes are not similar. So these people are left with the consumerism habits of the rich but no money to afford those wishes. Hence they turn to fast fashion. Thankfully, with education, more people are willing to set aside personal aspirations and look at the bigger picture. Many are buying recycled products or going minimal. I think there lies the answer. Make lasting clothes, reduce the pressure of consumerism through media, buy less, wear longer.",https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,
4238,Forever 21,fast fashion,"Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+As a person who remembers growing up with self made/re-made clothes, I see great value in small, local brands and businesses. Of course for a while we were all thrilled with cheap and seamingly effortless neverending trend-festival of cheap fashion. But after having a closer look on the price of it, quality of it, there is no way back to fast fashion.  A friend who recently moved to Latvia once mentioned that we have a lot of fabric/sewing material stores, asked if people here make their own clothes (in surprise). I havent thought about it, but, yes, we still do (probably in all Baltics and post-soviet countries). So, I think, that also plays a role in price estimation. When you know what it takes to make a garment - you more likely will be ready to pay fair price for good item. In that case person is highly suspicious to 2,50Eur bra and do not hesitate to pay 100-200Eur for a fitted office dress.",https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,
4239,Forever 21,fast fashion,"Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+I'm sewing my own t shirts because as a ""big girl"", the shirts made in China are way too small and I can make my own ""style.""",https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,
4240,Forever 21,fast fashion,"Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+I believe youtubers like Justine accelerate changes in the world spreading ideas, sowing seeds of new mentality.",https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,
4241,Forever 21,fast fashion,"Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+I live in a rich city, so I'm very fortunate to find great second-hand clothes, footwear & accessories. Some days,  almost every item in my outfit, will be used.  That`s how I'm trying to deal with fast-fashion & our consumerism culture.",https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,
4242,Forever 21,fast fashion,"Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+I sew, and my mother and grandmother before me. I was taught to look for quality stitching as well as quality fabrics, which is why I never shop at Old Navy, Forever 21, etc.  I have no idea what I'd pay for the items you asked about without seeing and touching them, but I'm always willing to pay more for good quality, and will not purchase cheap clothing or unethical brands.",https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,
4243,Forever 21,fast fashion,"Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+Great video Justine, except for your comment on ""Greta Thunberg effect"".  Her financers no doubt hold shares in the same companies you're criticizing. Very few young people are sucked in by her contrary to what you say.",https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,
4244,Forever 21,fast fashion,"Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+Hi Justine! Could you please recommend some of the ""in-between"" options (brands, stores) in your future videos?",https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,
4245,Forever 21,fast fashion,"Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+I love this video! So informative, and eye-opening. I would definitely pay more for organic and for locally produced, or European-based production. I live in Sweden. I actually made a new years resolution six years ago to only buy ethically produced garments (and if cotton - organic, for the farmers that are being exposed to the pesticides), wich has lead to me buying a lot of clothing second hand and learning how to sew, since I havent been able to afford clothes with highter price tags.",https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,
