,Brand,Search,Comments,Source,Additional info
14207,Mango,comparison,$80 Mango VS 50¢ Mango: Is there a Difference? (And More Costa Rican Mangoes) - Weird Fruit Explorer+I remember eating the green ones when i was young with my dad when we would visit my family in Costa Rica. They were delicious with salt and lime and a favorite treat.,https://www.youtube.com//watch?v=4xzdXHMqZV0&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14208,Mango,comparison,$80 Mango VS 50¢ Mango: Is there a Difference? (And More Costa Rican Mangoes) - Weird Fruit Explorer+3 years later and your channel hasn't changed a bit. Keep up the good work,https://www.youtube.com//watch?v=4xzdXHMqZV0&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14209,Mango,comparison,$80 Mango VS 50¢ Mango: Is there a Difference? (And More Costa Rican Mangoes) - Weird Fruit Explorer+I’ve never had a fibrous mango that I liked.,https://www.youtube.com//watch?v=4xzdXHMqZV0&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14210,Mango,comparison,$80 Mango VS 50¢ Mango: Is there a Difference? (And More Costa Rican Mangoes) - Weird Fruit Explorer+just wondering when is the next top 10 best/worst tasting fruit video is coming out cuz its been over 200 episodes.,https://www.youtube.com//watch?v=4xzdXHMqZV0&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14211,Mango,comparison,$80 Mango VS 50¢ Mango: Is there a Difference? (And More Costa Rican Mangoes) - Weird Fruit Explorer+Come to Taiwan fruit is great,https://www.youtube.com//watch?v=4xzdXHMqZV0&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14212,Mango,comparison,$80 Mango VS 50¢ Mango: Is there a Difference? (And More Costa Rican Mangoes) - Weird Fruit Explorer+Eating a mango as you speak. I need   to get to Costa Rico to try all these amazing fruits . Thank you for all the  education. Amazing channel  Jared.,https://www.youtube.com//watch?v=4xzdXHMqZV0&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14213,Mango,comparison,"$80 Mango VS 50¢ Mango: Is there a Difference? (And More Costa Rican Mangoes) - Weird Fruit Explorer+Im watching this with my mom so i could do without the porn talk lol. That ""mango come shot"" was hilarious tho",https://www.youtube.com//watch?v=4xzdXHMqZV0&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14214,Mango,comparison,"$80 Mango VS 50¢ Mango: Is there a Difference? (And More Costa Rican Mangoes) - Weird Fruit Explorer+It's exactly like raising children. Take more care, and they turn out orders of magnitude better.",https://www.youtube.com//watch?v=4xzdXHMqZV0&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14215,Mango,comparison,$80 Mango VS 50¢ Mango: Is there a Difference? (And More Costa Rican Mangoes) - Weird Fruit Explorer+Pickled green mango.,https://www.youtube.com//watch?v=4xzdXHMqZV0&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14216,Mango,comparison,Did You Know There Are a Thousand Varieties of Mango?+I love Robert fruit stand in Homestead!,https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14218,Mango,comparison,Did You Know There Are a Thousand Varieties of Mango?+Turning a hobby- something you enjoy doing- in to a business like you’ve done with the mangoes is great cuz then you’re getting paid for doing something you enjoy doing. Which is pretty much the goal of everyone on the planet so kudos to you and the Mrs. You have what looks like a beautiful life.,https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14219,Mango,comparison,"Did You Know There Are a Thousand Varieties of Mango?+Hey Tom, I love mangos, but honestly that VW van got my taste buds goin, jajajaja  Bill",https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14220,Mango,comparison,Did You Know There Are a Thousand Varieties of Mango?+I love you videos so much,https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14221,Mango,comparison,"Did You Know There Are a Thousand Varieties of Mango?+Recent trip to Puerto Rico stopped by the road to pick up mango from the grass there were lots of them and many trees, I filled a bag of the most delicious mangoes that I have ever eaten, people there do not mind if you stop to pick them up, they actually welcome you to do it.",https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14222,Mango,comparison,Did You Know There Are a Thousand Varieties of Mango?+Yes! There are 1000s tipes of mangos!!!,https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14224,Mango,comparison,"Did You Know There Are a Thousand Varieties of Mango?+Can you send out a free sample box, with about a half dozen of each variety, to help customers decide before they place an order?",https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14225,Mango,comparison,"Did You Know There Are a Thousand Varieties of Mango?+Love the volts vagon, thanks for the video, my daughter turned me on to mango's around 32 years ago, so good! My husband&I were in Homestead trucking before the hurricane.",https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14226,Mango,comparison,Did You Know There Are a Thousand Varieties of Mango?+Me think only one mango before watch you vidoe. Now me knows more about mangoe.,https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14227,Mango,comparison,"Did You Know There Are a Thousand Varieties of Mango?+Have you ever had purple mango tree? It must be 100% purple fruit and oval shape. It is not valencia pride or palmer. If you have got some, I would like to buy one tree.",https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14228,Mango,comparison,Did You Know There Are a Thousand Varieties of Mango?+14:25 smart people who know the fruit,https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14229,Mango,comparison,"Did You Know There Are a Thousand Varieties of Mango?+I’m in Miami, I’m my neighborhood all houses have a mango tree unless the owner removed it. Our mangos are really good, decided to plant some last week",https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14230,Mango,comparison,"Did You Know There Are a Thousand Varieties of Mango?+Thanks. Smart energetic Guy, true lover of trees and fruits.We learn a lot from your nice videos.",https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14231,Mango,comparison,Did You Know There Are a Thousand Varieties of Mango?+Valencia pride #1 and #2 is the other,https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14232,Mango,comparison,Did You Know There Are a Thousand Varieties of Mango?+I haven’t had Glen and Haden but I hav planted grafted VPride an Carrie in my yard. I am curious bout your wild mango - do u sell them?,https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14233,Mango,comparison,Did You Know There Are a Thousand Varieties of Mango?+Wow simply WOW,https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14252,Mango,comparison,Did You Know There Are a Thousand Varieties of Mango?+Hey Lizard it’s me again. Would you recommend mango for their lumber? I hear for a fruit tree hardwood variety they grow fast and they also coppice.,https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14253,Mango,comparison,"Did You Know There Are a Thousand Varieties of Mango?+Sad thing is, the grocery stores don't have them marked with names. I do have a favorite that I get at my Asian grocery store, but have no idea which one it is. It is a large yellow one.",https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14254,Mango,comparison,Did You Know There Are a Thousand Varieties of Mango?+new mango variety very interesting,https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14255,Mango,comparison,Did You Know There Are a Thousand Varieties of Mango?+I have a palmer mango tree I planted two months ago that flowered and now has little mango fruits forming. But it's only 4ft tall and the stem/trunk diameter is about 5/8 in. Should I just pinch the fruit off or is it okay to let it go to fruit? I'm in Sacramento 9B and although our overnight temps don't go lower than 27 in the winter I'm worried it won't have the energy to make through the winter even with the heavy protection I provide my tropicals.,https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14257,Mango,comparison,"Did You Know There Are a Thousand Varieties of Mango?+Tom, I just got my pre order mango too. You gave Haden mango and thank you.",https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14258,Mango,comparison,Did You Know There Are a Thousand Varieties of Mango?+That's what I have.  A mature Glenn tree.  Your wife is right... it's pretty awesome.  I have even air layered that mango.  This year I'm going to graft them as well.  Need more of those.,https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14259,Mango,comparison,Did You Know There Are a Thousand Varieties of Mango?+Sleepy how to prevent the ratbat from eating off my mangoes thanks for your advice,https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14260,Mango,comparison,"Did You Know There Are a Thousand Varieties of Mango?+I opre-ordered mango and avocado from you. Today we got our mangos, Haden variety. So excited. Thank you for your business!",https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14261,Mango,comparison,Did You Know There Are a Thousand Varieties of Mango?+Those mangoes dont taste good. Try to find Manila or Philippine mango.,https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14262,Mango,comparison,Did You Know There Are a Thousand Varieties of Mango?+thanks for sharing. do mangos truly able to ripen off the tree assuming you let them get first 100 m% mature on it but not let them ripen fully on the tree? is there a typical amount of days take them to ripen off the tree if they can?,https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14263,Mango,comparison,Did You Know There Are a Thousand Varieties of Mango?+This will become one of my favorite videos! I hope that by the time I come back down there I’ll be able to taste the “Sleepy Lizard” variety! Looks delicious!,https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14265,Mango,comparison,"Did You Know There Are a Thousand Varieties of Mango?+Got my box today, thank you sir! Can’t wait to try all of these mangos!",https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14266,Mango,comparison,"Did You Know There Are a Thousand Varieties of Mango?+Hello. I love watching your show about all those tropical fruits. My question is, do you grow Paw Paws. I am so interested in this fruit. I would very much like to try them. Thanks for educating us on the different varieties of mangoes.",https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14267,Mango,comparison,"Did You Know There Are a Thousand Varieties of Mango?+Just wanted to drop a comment for a great customer experience. Mango lover, First time purchaser, and Tom is the real deal. Great business. Had a hiccup with my order, Tom sent order anyway with a refund. He has earned all my future business and his  are delicious. Thank you again and hope you have a fruitful season.",https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14268,Mango,comparison,"Did You Know There Are a Thousand Varieties of Mango?+Love, love mangoes! Well, except Tommy Atkins....not fit for consumption. Do you sell the Sleepylizard variety?",https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14269,Mango,comparison,Did You Know There Are a Thousand Varieties of Mango?+Carrie is my personal favorite because of its combination of tart and sweet. I've never tried a Haden. Is it more prone to anthracnose than the other varieties?,https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14270,Mango,comparison,Did You Know There Are a Thousand Varieties of Mango?+You're absolutely right buddy there are so many different variety of mangos specialy we are getting fresh mango these days they're very sweet and juicy I'm enjoying the mango every day Tom any way thank you for sharing wonderful mango fruits ️️️️️️️️,https://www.youtube.com//watch?v=w5Zl-EO4DbI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14271,Mango,comparison,"What is Australia's BEST tasting Mango? 5 Variety Comparison Review+King of mangoes is Alphonso (Hapoos)from Maharashtra, India ️🇮🇳",https://www.youtube.com//watch?v=-qRJiAXe_SI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14272,Mango,comparison,What is Australia's BEST tasting Mango? 5 Variety Comparison Review+By far the Bowen/Kensington Pride,https://www.youtube.com//watch?v=-qRJiAXe_SI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14273,Mango,comparison,What is Australia's BEST tasting Mango? 5 Variety Comparison Review+Come on dude that mango you called KP had a Calypso blush a KP does not have a red blush a ripe Honey Gold makes the rest taste bland.,https://www.youtube.com//watch?v=-qRJiAXe_SI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14274,Mango,comparison,"What is Australia's BEST tasting Mango? 5 Variety Comparison Review+Does anyone know where to find 'Kook Lom Krong' & 'Brahm Kai Meu' mango varieties in Australia, or a retailer that would sell them?",https://www.youtube.com//watch?v=-qRJiAXe_SI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14275,Mango,comparison,What is Australia's BEST tasting Mango? 5 Variety Comparison Review+What kind of mulch is that? Could you please share the info?,https://www.youtube.com//watch?v=-qRJiAXe_SI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14276,Mango,comparison,What is Australia's BEST tasting Mango? 5 Variety Comparison Review+The Asian queen/Philippine mango/Manila mango is a carabao mango but it has a lot of sub strain. Most popular one is the Guimaras mango known for the guiness world of record as the sweetest mango but little bit they know that sweet elena of Zambales Philippines an another strain of carabao mango is much sweeter than the guimaras strain of carabao mango.,https://www.youtube.com//watch?v=-qRJiAXe_SI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14277,Mango,comparison,What is Australia's BEST tasting Mango? 5 Variety Comparison Review+Come to India . Just taste 2 mangos . One is MOHINI and other is SARENGA .  The tss value is whooping 28 bricks  . The sweetest,https://www.youtube.com//watch?v=-qRJiAXe_SI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14278,Mango,comparison,"What is Australia's BEST tasting Mango? 5 Variety Comparison Review+Great review. Carabao Mango, the sweetest variety is from Guimaras, Philippines. It should taste very sweet with a bit of lemony twist in it. I love mangoes and I'd love to try other varieties from other countries.",https://www.youtube.com//watch?v=-qRJiAXe_SI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14279,Mango,comparison,What is Australia's BEST tasting Mango? 5 Variety Comparison Review+Try indian mangoes Banginapalli and chinnarasam   omg yummy,https://www.youtube.com//watch?v=-qRJiAXe_SI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14280,Mango,comparison,What is Australia's BEST tasting Mango? 5 Variety Comparison Review+Honey gold when perfectly ripe is without the best mango. The perfect sweetness and zing. Texture is great too. Shame you couldn’t try a ripe one.,https://www.youtube.com//watch?v=-qRJiAXe_SI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14281,Mango,comparison,"What is Australia's BEST tasting Mango? 5 Variety Comparison Review+Philippine Carabao mangoes are the most fragrant and sweetest mango for me. Super tangy when green, but when ripe, it’s super sweet. Best for juices.",https://www.youtube.com//watch?v=-qRJiAXe_SI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14282,Mango,comparison,What is Australia's BEST tasting Mango? 5 Variety Comparison Review+I am from India Gujarat. i am mango farm from India Gujarat,https://www.youtube.com//watch?v=-qRJiAXe_SI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14283,Mango,comparison,"What is Australia's BEST tasting Mango? 5 Variety Comparison Review+I bought my first mango tree last week, kensington pride, I'm so excited, i have it in a pot and watering it everyday, do i have to do anything else?",https://www.youtube.com//watch?v=-qRJiAXe_SI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14284,Mango,comparison,What is Australia's BEST tasting Mango? 5 Variety Comparison Review+Very good information,https://www.youtube.com//watch?v=-qRJiAXe_SI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14285,Mango,comparison,"What is Australia's BEST tasting Mango? 5 Variety Comparison Review+I wish Australia would export some of your KPs and Honey Golds to the Philippines when our mangoes are off season. I've always wanted to try the KP. The Philippine mango industry has a protectionist stance but it just doesn't make sense when Carabao mango season is April-June while Aussie mangoes last from September-March. Hopefully, the recent RCEP free trade deal of which the Philippines and Australia are participants will pave the way for mango trade between the two countries.",https://www.youtube.com//watch?v=-qRJiAXe_SI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14286,Mango,comparison,"What is Australia's BEST tasting Mango? 5 Variety Comparison Review+Yeah those honey golds looked a bit under ripe.  But they are probably my favourite mango that I have tried so far.  Followed closely by the mahachanoks but they are not super consistent.  The asian queen which I also think is choc anon is really nice, but I think the texture is not great and as you said, almost too sweet and the fibre.  Awesome video, I do recommend trying honey gold again though, but get one that has a nice aroma even when not fully ripe :)  I only buy mangos that have a strong aroma.",https://www.youtube.com//watch?v=-qRJiAXe_SI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14287,Mango,comparison,What is Australia's BEST tasting Mango? 5 Variety Comparison Review+Glad to find your channel,https://www.youtube.com//watch?v=-qRJiAXe_SI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14288,Mango,comparison,What is Australia's BEST tasting Mango? 5 Variety Comparison Review+The big chain super markets destroyed fresh fruit in Australia. Their produce managers have no idea absolutely no idea. They think fruit should be the perfect shape and colour and they force farmers to pick fruit super immature so they can ship them and store them but the result is fruit has zero taste abd less and less people want to eat fruit.,https://www.youtube.com//watch?v=-qRJiAXe_SI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14307,Mango,comparison,"What is Australia's BEST tasting Mango? 5 Variety Comparison Review+Thanks for a fun video, I’m growing a seed grown from the Piñata Honey Gold & Perfection Pearl Golden Pride.",https://www.youtube.com//watch?v=-qRJiAXe_SI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14308,Mango,comparison,"What is Australia's BEST tasting Mango? 5 Variety Comparison Review+Apparently, Asian Queen is actually Choc-anan mango, although it is quite similar in flavour and look to Carabao.",https://www.youtube.com//watch?v=-qRJiAXe_SI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14309,Mango,comparison,What is Australia's BEST tasting Mango? 5 Variety Comparison Review+Dogs are great possum deterrents or possum eaters in the case of my boofhead.,https://www.youtube.com//watch?v=-qRJiAXe_SI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14310,Mango,comparison,What is Australia's BEST tasting Mango? 5 Variety Comparison Review+Great taste testing,https://www.youtube.com//watch?v=-qRJiAXe_SI&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14333,Mango,comparison,"Mango Tree Comparison - Haden, Tommy Atkins, and Edward Variety+Informative video. Thank you. I have 5 mango plants that I’ve started from seed recently and I’ve done some research to try and determine what variety they are. If I sent you pictures or samples do you think that’s something maybe you could help me out with please?",https://www.youtube.com//watch?v=NkmA3_Tkblo&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14334,Mango,comparison,"Mango Tree Comparison - Haden, Tommy Atkins, and Edward Variety+You need a Carrie, it is semi dwarf and the fruit is a bit smaller than the Hayden but, better tasting. I have both and I also had the Valencia Pride.  I cut it down because the tree gets huge and gave me a small yield.",https://www.youtube.com//watch?v=NkmA3_Tkblo&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14335,Mango,comparison,"Mango Tree Comparison - Haden, Tommy Atkins, and Edward Variety+Do you grow the brooks late mango?",https://www.youtube.com//watch?v=NkmA3_Tkblo&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14336,Mango,comparison,"Mango Tree Comparison - Haden, Tommy Atkins, and Edward Variety+Did you buy your mango trees online? I would like grow some mango tree too.",https://www.youtube.com//watch?v=NkmA3_Tkblo&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14337,Mango,comparison,"Mango Tree Comparison - Haden, Tommy Atkins, and Edward Variety+Edward is an excellent choice, but why anyone would plant a Haden or Tommy Atkins is beyond me.  Both are two of the worst varieties.",https://www.youtube.com//watch?v=NkmA3_Tkblo&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14338,Mango,comparison,"Mango Tree Comparison - Haden, Tommy Atkins, and Edward Variety+I had no luck with Mango trees, due to the CA weather. But I hope to try again. Which mango should I buy? Kent Mango ? will it be right for CA weather ? Thanks.",https://www.youtube.com//watch?v=NkmA3_Tkblo&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14339,Mango,comparison,"Mango Tree Comparison - Haden, Tommy Atkins, and Edward Variety+I like Haden, they are so fragrant when ripe",https://www.youtube.com//watch?v=NkmA3_Tkblo&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14340,Mango,comparison,"Mango Tree Comparison - Haden, Tommy Atkins, and Edward Variety+great vid. thanks.would love to see more.",https://www.youtube.com//watch?v=NkmA3_Tkblo&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14341,Mango,comparison,"Mango Tree Comparison - Haden, Tommy Atkins, and Edward Variety+Can you give cow manure to mango trees?",https://www.youtube.com//watch?v=NkmA3_Tkblo&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14342,Mango,comparison,"Mango Tree Comparison - Haden, Tommy Atkins, and Edward Variety+which type of mango tree you would recommended for winter haven, fl area?",https://www.youtube.com//watch?v=NkmA3_Tkblo&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14343,Mango,comparison,"Mango Tree Comparison - Haden, Tommy Atkins, and Edward Variety+Great video thanks for sharing I have a question for you my mango tree bloomed big time and now all of the flowers are dying like they got killed by frost but we haven't had that cold of weather here in naples fl. Do you know what could have caused the flowers to die???",https://www.youtube.com//watch?v=NkmA3_Tkblo&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14345,Mango,comparison,"Mango Tree Comparison - Haden, Tommy Atkins, and Edward Variety+Great video showing the blooms of your mango trees... I really enjoy watching your uploads. Thanks again for your time and effort.",https://www.youtube.com//watch?v=NkmA3_Tkblo&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14347,Mango,comparison,"Mango Tree Comparison - Haden, Tommy Atkins, and Edward Variety+Bey this mango plant prices",https://www.youtube.com//watch?v=NkmA3_Tkblo&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14348,Mango,comparison,"Mango Tree Comparison - Haden, Tommy Atkins, and Edward Variety+I have a Julie mango I planted into a 5 gallon recently",https://www.youtube.com//watch?v=NkmA3_Tkblo&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14349,Mango,comparison,"Mango Tree Comparison - Haden, Tommy Atkins, and Edward Variety+Please give information in Marathi language",https://www.youtube.com//watch?v=NkmA3_Tkblo&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14350,Mango,comparison,"Mango Tree Comparison - Haden, Tommy Atkins, and Edward Variety+Imbiten para ya tengo una cuadrlla empacadores de mango",https://www.youtube.com//watch?v=NkmA3_Tkblo&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14369,Mango,comparison,"Mango Tree Comparison - Haden, Tommy Atkins, and Edward Variety+If there is frost there where u live...u r that mango king...in my book.",https://www.youtube.com//watch?v=NkmA3_Tkblo&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14370,Mango,comparison,"Mango Tree Comparison - Haden, Tommy Atkins, and Edward Variety+I heard you say that you cannot grow a Haden mango tree from seed.Now have to differ with you,cause my wife has several of them that she started from a seed,how is this possible.And they are very,very sweet tasting,with no bottom rot.",https://www.youtube.com//watch?v=NkmA3_Tkblo&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14371,Mango,comparison,"Mango Tree Comparison - Haden, Tommy Atkins, and Edward Variety+Where is your state and area zone? I want to grow mango tree too?",https://www.youtube.com//watch?v=NkmA3_Tkblo&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14372,Mango,comparison,"Mango Tree Comparison - Haden, Tommy Atkins, and Edward Variety+do you have mango like the one in the philippines...super sour when not ripe super sweet when already ripe.",https://www.youtube.com//watch?v=NkmA3_Tkblo&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14395,Mango,comparison,"Mango Tasting & Comparison | Kent Mango vs. Manila Mango+Manila Mango? 1st time ive ever heard The Philippines Mango called the Manila Mango, and for you to know Manila is a city it doesn't produce Mangoes more likely in the provinces",https://www.youtube.com//watch?v=DiuII_0KvDk&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14396,Mango,comparison,"Mango Tasting & Comparison | Kent Mango vs. Manila Mango+The Manila mango you tried is not from the Philippines. It’s cultivated in Mexico now. They’re also called champagne mango in California. It’s smaller with a thicker peel and tastes different maybe because of the different soil in Mexico.They are sold at regular price in the US. The real Philippine carabao mango that’s imported from the Philippines is very expensive. It’s funny how preferred consistency and texture develops according to what you’re used to. In the Philippines, we almost trash the Kent mango (we call apple mango) because to us, it tastes like medicine (cough syrup) and it’s too hard. It’s like imitation mango. Not the real thing only because it greatly differs from what we love more. Mangoes to us should have the consistency of ripe peach. Juicy and soft. It’s a cultural thing.",https://www.youtube.com//watch?v=DiuII_0KvDk&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14397,Mango,comparison,Mango Tasting & Comparison | Kent Mango vs. Manila Mango+That's not overripe that is how it is supposed to be. overripe mangoes are tends to be darker orange in color rather than yellowish.,https://www.youtube.com//watch?v=DiuII_0KvDk&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14398,Mango,comparison,"Mango Tasting & Comparison | Kent Mango vs. Manila Mango+well Philippine mango is the sweetest in the world as simple  as that,,,, and the rest, sour,,, bless them because they don't know what they are saying,,,",https://www.youtube.com//watch?v=DiuII_0KvDk&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14399,Mango,comparison,Mango Tasting & Comparison | Kent Mango vs. Manila Mango+I love people who are observative.,https://www.youtube.com//watch?v=DiuII_0KvDk&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14400,Mango,comparison,Mango Tasting & Comparison | Kent Mango vs. Manila Mango+This should be no more than two minutes.  Come on now.  That's why so many thumbs down.  I didn't rate though.,https://www.youtube.com//watch?v=DiuII_0KvDk&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14401,Mango,comparison,Mango Tasting & Comparison | Kent Mango vs. Manila Mango+that is the most sweetest mango in the world..philippine pride...,https://www.youtube.com//watch?v=DiuII_0KvDk&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14402,Mango,comparison,Mango Tasting & Comparison | Kent Mango vs. Manila Mango+We call that apple-mango... Now I know it's actual name.,https://www.youtube.com//watch?v=DiuII_0KvDk&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
14403,Mango,comparison,"Mango Tasting & Comparison | Kent Mango vs. Manila Mango+That Kent mango that has some red colors, we call it Apple mango lol Just visit Philippines, and for sure your thoughts about mangoes will definitely change",https://www.youtube.com//watch?v=DiuII_0KvDk&pp=ygURTWFuZ28gY29tcGFyaXNvbiA%3D,
